Assessment Name,Relative_URL,Remote Testing,Adaptive/IRT,Test Type,Assessment Length,description,languages,job levels
Dependability and Safety Instrument (DSI),https://www.shl.com/solutions/products/product-catalog/view/dependability-and-safety-instrument-dsi/,available,unavailable,Personality & Behavior,Approximate Completion Time in minutes = 10,"The DSI is a short pre-screening tool for many key entry-level roles. It is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors.

Note: Turkish [end June 2012] and Romanian [end May 2013] are on limited beta relase","Portuguese (Brazil), Chinese Traditional, Danish, Dutch, Finnish, French, German, Icelandic, Chinese Simplified, English International, Italian, Latin American Spanish, Polish, Swedish, English (USA), Norwegian, Russian,","Entry-Level,"
Dermatology ,https://www.shl.com/solutions/products/product-catalog/view/dermatology-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 3,"Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
Desktop Support ,https://www.shl.com/solutions/products/product-catalog/view/desktop-support-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
Digital Advertising ,https://www.shl.com/solutions/products/product-catalog/view/digital-advertising-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 7,Multi-choice test that measures the candidate's knowledge about use of AdWords and tools to analyze ad performance on digital media.,"English (USA),","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Digital Readiness Development Report - IC,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report/,available,unavailable,Personality & Behavior,,"This participant-oriented report is aimed at individual contributors (non-managerial) and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.Note: this report is specifically aimed at Individual Contributors. A version designed for Managers is also available (seeDigital Readiness Report - Managers).",Not found,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Digital Readiness Development Report - Manager,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report-manager/,available,unavailable,Personality & Behavior,,"This participant-oriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.Note: this report is specifically aimed at managers. A version designed for individual contributors is also available (seeDigital Readiness Report - IC).",Not found,"Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Supervisor, Director,"
Docker ,https://www.shl.com/solutions/products/product-catalog/view/docker-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Dojo ,https://www.shl.com/solutions/products/product-catalog/view/dojo-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 11,"Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Drupal ,https://www.shl.com/solutions/products/product-catalog/view/drupal-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 17,"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.","English (USA),","Mid-Professional, Professional Individual Contributor,"
DSI v1.1 Interpretation Report,https://www.shl.com/solutions/products/product-catalog/view/dsi-v1-1-interpretation-report/,available,unavailable,Personality & Behavior,,DSI v1.1 Interpretation Report,"Portuguese (Brazil), Dutch, Finnish, French, Latin American Spanish, Norwegian, Swedish, English (USA), English International, Chinese Simplified, Chinese Traditional, Danish, German, Icelandic, Italian, Russian,",Not found
Econometrics ,https://www.shl.com/solutions/products/product-catalog/view/econometrics-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 11,"Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
Economics ,https://www.shl.com/solutions/products/product-catalog/view/economics-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 13,"Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
